StreetName,rand1,nor1,uni1
Morrow,423240,41224435.89877141,661702559.3851657
Fulton,42694,968224076.1327456,1542312574.5602677
Walton,377697,3678456.9182275566,486696339.55148953
Golf Course,154415,8700068.560656948,1431428515.5705788
Arrowood,499449,409697776.3384385,412006509.5013912
Thompson,207431,448658640.2465733,134373905.00603798
Forster,992716,91255882.65569589,2933760158.018049
Steensland,347449,1286399457.1812046,3332736243.436085
Colorado,779376,1348052556.351177,3302230169.5369024
Shoshone,867329,1079742243.228919,3640462320.393306
Di Loreto,187295,931699191.5128534,387605586.6019584
Superior,791114,1781570672.2636485,6905899476.934602
Drewry,834390,1926307936.8352404,3839571553.8586946
Bowman,489961,250769376.06952238,700046553.5851918
Bellgrove,612565,547932472.9301239,1538392990.3977933
Jenna,718879,1173871674.5438175,2630695747.7295465
Independence,932070,2016195204.7599034,4190939676.7545238
Hooker,827927,1893143069.6556149,2004910201.825522
Heffernan,201853,579088782.2425866,429750092.6265418
Huxley,447745,1503100938.0068462,4050473785.9588237
Vermont,99893,1390128324.812495,3868137142.166086
Kedzie,380354,413946197.1023584,2856314936.2966523
Kinsman,289279,475383968.94044036,1002166099.9962114
Marcy,883394,1309116773.4474664,520085052.0509873
Bluestem,690601,574114756.4859262,1379250858.5187206
Glendale,90858,768125255.6031348,1624374042.4642098
Nancy,756679,1121895723.1456509,616560499.5415088
Hoepker,744726,415490810.5807072,490852145.97166055
Cherokee,484007,579680857.1242847,3954107877.4372063
Clemons,568229,1498455743.539269,907253835.1110253
Center,464055,583813676.9654136,528280842.31695086
Jenna,435336,1965459205.0808513,2725305568.4906406
Larry,600940,1569869699.7696147,3987386543.9672155
Carioca,418778,1888467912.684149,2624189095.9545755
Susan,639084,766891027.8617456,3266587611.6704373
Gale,234298,710526168.2887324,474816311.08100986
Merchant,461047,347317205.29878044,1122563106.586919
Hanson,140420,160022430.37762743,489541681.34187645
Pearson,181340,421564609.8409761,4120017859.058976
Lawn,428649,698512810.0707726,2133240827.6176088
Hayes,69006,1481470545.912457,1391067258.778452
4th,857032,1744822131.1004317,6244296203.475744
Little Fleur,363498,609118467.2655369,1510679295.3523402
Mosinee,833841,736933282.8334401,932716785.3641045
Brown,340103,1389782026.0875626,1043571915.752513
Mcbride,974939,1173982772.8931978,5441378773.541797
Talisman,476427,152321798.02147257,540270.3949743509
Gulseth,447370,1750098978.430069,3104882880.781964
Browning,701530,1131475758.3882308,1779633872.6705089
East,796138,223696963.6881449,1066504867.6037884
Thompson,544901,1088545488.149133,8562092498.009784
Talisman,198082,1926577672.2896056,8286324.716384203
Hauk,625815,196148871.72071737,3790998227.4994392
Crest Line,427839,1747754903.459292,423927463.4998943
Amoth,11787,300287114.1606218,1121029967.866245
Corscot,242640,252506186.57160255,568388777.458801
Oak,495422,436614755.15486926,11997314063.865364
Nova,888783,1073864800.9899395,3401594836.8736463
Novick,208544,2411094.7118022037,310576036.68372935
Del Mar,602507,165538098.94853458,1038844531.9647642
La Follette,732674,1208937894.3302212,1449123318.5795329
Aberg,244347,1059962439.3061767,1208376495.5902581
Evergreen,845838,2135705017.935399,1651087012.9048703
Gerald,423002,1980998396.0964003,363626681.8935057
Carberry,56558,524142437.4734443,2568133522.4819384
Hazelcrest,22061,750446826.5155786,5362268466.414122
Aberg,190326,1466193148.5805688,489194351.0900865
Arkansas,820996,1910646171.2001436,2929730192.7767434
Forster,467762,1649282335.065252,9783587605.341644
Kenwood,22867,1096373338.3378587,1632415919.5190983
Truax,339132,682674932.6984605,1671869728.506671
3rd,162980,1622436099.8892207,4306559458.27633
Spenser,883416,230992945.1315982,1657580094.3301835
Helena,84753,1407095555.8897753,2164540786.0833583
Blaine,495419,1346016980.0802999,3486953686.587158
Merchant,561133,38269624.380916506,941807407.0545965
Mcbride,829399,1852158331.7889218,2787597284.9560404
Monument,928683,1767169831.5419018,2861782065.821756
Schmedeman,419656,281843209.50944066,135832798.3971181
Warbler,641364,2031123113.0546336,209569899.16163564
Utah,957038,2065964071.8066633,2480701744.3683705
Evergreen,764819,1501194001.091748,502532942.44005847
Dapin,753042,1767214427.8859415,1832540483.6291997
Holy Cross,392452,270664586.01613146,501840289.05754
Monument,762496,1562919243.9594455,818496412.4292065
Reindahl,662073,271136467.79360926,1312525532.7670534
Roth,574936,1626706796.4337373,1367159593.474311
Cottonwood,582211,1440186657.5854287,4466040130.2620735
Arrowood,360387,1709146968.2842133,251030737.37432066
John Wall,94052,249541301.83004633,2053135217.9681523
Westend,2865,1036761657.6108634,2162895787.092551
Sugar,227593,1652779223.1423943,435526976.0807776
Elka,832826,1141112324.4755661,670260978.5498489
Crest Line,764882,992667517.4066173,2013777101.5889106
Gerald,565421,284690535.07675976,300777927.24325246
Anthes,241721,1848127577.6211152,1454733382.6948662
Del Mar,21882,2003905488.6089344,5690207266.202522
North,227625,1777362138.945327,98244178.50989334
Loftsgordon,517714,997610321.5711774,1052787796.7237837
Little Fleur,829991,1430224439.4135642,5937108524.414886
Judy,811369,1711439502.4848206,4585603821.706601
Truax,147731,402724142.8281902,1309977730.453294
La Follette,887279,159424161.20063463,950226898.675124
Forest Run,122166,843730039.22599,3008876855.3425674
Upham,476340,2089490943.2445989,7780633447.999594
Moland,335675,947322677.9604777,1023503001.4389892
Dottie,314500,2134558801.6058092,535204758.4757212
Service,407679,2110304042.5745494,911877116.3261572
Marcy,960914,272622167.72176784,4314124171.439006
Debra,330658,841928482.9993852,529214158.9384784
Transport,696365,29731487.016080305,426084297.7579926
Tony,373606,1362742616.9431028,11393037.544035142
Mitchell,12828,1166455625.647324,71554927.2321198
Mosinee,806454,632111757.9657124,281101315.8409173
Trailsway,426958,1223563149.0934663,1854659115.50597
Pierstorff,603548,2065287442.1579747,377149019.01582265
Coleman,844971,1293516101.744375,574019825.6549226
Clemons,827336,767371696.262975,2099874147.258197
Autumn Leaf,970341,1967772930.5081701,51165075.23202529
Northview,33411,1619162005.483892,2453006170.9976616
Sachs,913693,413522712.5688802,919740361.016158
Bartillon,215175,971387235.8777899,1096808923.3758795
Heffernan,293611,1371335514.796248,178008631.91558945
Spohn,740281,1890113441.8915694,11351204103.379498
Darwin,310244,1473529047.9703884,589974566.6287868
Duke,556358,1057761553.7406074,3593310904.055615
Saint Paul,442296,1012385378.0852194,2171139440.8031335
Calypso,670946,1596978596.3062208,399019275.34346133
Iowa,337501,88811521.5267489,55320577.35047138
Lakewood Gardens,242033,393889452.1522545,544309498.5442572
Buell,821569,1233936056.663329,2888296726.4986978
Blackbird,539938,566425769.0075008,237583975.5914554
Erie,291848,25030351.625247143,1029449393.6716979
Roxbury,980484,2101450318.4052663,3095868750.1353273
Green Ridge,309105,1202347241.523295,34544740.25927656
Fairfield,899715,98270986.70368135,1810378266.9801693
Fordem,86356,706949777.303737,3582911795.125844
Stuart,631074,1548365145.7227218,15047096.238687268
Del Mar,178640,730778463.3472904,2562878368.9827266
Basil,455816,1732668395.4312136,1266694353.4268346
East,173973,1027124573.5324544,2836309675.0211697
Westerfield,604168,451265395.0036455,2466502927.288555
Fairfield,414212,368468870.4270132,291824173.6725104
Brown,987560,2082991671.803914,666738194.9966645
Cambridge,97081,1535597474.1076078,4524149377.623124
Columbus,269524,1188855911.293647,211647793.5715509
Heath,850638,744733074.9801531,1573563529.5018408
Gale,364326,1535065927.8277366,3680050847.507312
Loeprich,991310,1487466927.8185706,2257324164.0202403
Lakeland,687905,70918284.9843995,4261108405.682452
Victoria,600661,894063040.7306812,1832887483.1672635
Green Ridge,519212,896020391.3003738,8157017953.549743
Bellgrove,366496,385399400.0752682,1366842827.9028983
La Follette,316180,1089722815.4274285,923377791.785393
Larry,483088,1919700945.0809314,1705681887.8147638
Larry,945940,295615259.9129137,2219814865.5357533
Nancy,337045,700726046.0129639,300913237.87534475
Norway Maple,82349,307332004.7042418,3477575077.7815504
Clemons,630154,1521874670.1164613,2482268503.483909
Columbus,324377,305623726.406475,331127024.6761886
Dakota,449620,372899136.3246587,559826732.7533447
Shopko,900685,984978199.6348978,2047222983.3076363
Amoth,613704,663817030.2530817,32124495.73266143
7th,627225,974141588.0291849,500287326.46814
Larry,281011,1658149985.9738693,5120367195.087959
Lerdahl,52673,991360494.1204424,2342457294.652343
Oxford,385340,351317948.7485612,824923383.1257396
Waubesa,908095,146529648.33011037,4133296216.357489
Washington,725966,352815114.21535444,2932017315.0999064
Lindbergh,849930,464517463.68220836,1539944492.585781
Golf Course,996219,773581061.2183536,1074306286.9111834
Evergreen,435333,1014108206.0327351,69290146.73534535
Sherman,553640,2113352161.4123483,1873121142.4474297
Ridgeway,463946,2035105753.4879172,2636688141.87689
Spenser,438569,427956625.4712673,929040269.1678604
Heath,816825,1851596768.6762104,2972999763.353354
Colorado,533184,748628090.4228673,1673223771.057892
Village Green,908609,973754600.0625018,1966029003.6380699
Lerdahl,950719,1373752996.4406276,2149304986.515443
Green,383411,167625092.8245352,817019899.6861895
Del Mar,690445,1717015721.1944404,374497899.62808126
Morning,266358,1211756880.8631012,1429681575.074531
East,70609,1414878149.1752717,1275821928.7934585
Eagle Crest,959742,2124504636.2036743,133919870.30429317
Briar Crest,346677,245874973.41208756,2117085461.9652834
Dottie,783533,1950917039.6339667,2111319692.8572707
Gulseth,32559,1991307512.3439863,9667760347.519768
Springs,307852,591731688.0507188,206715744.23564854
Forest,41522,1368309945.174222,1457326046.8055155
Myrtle,317116,717512356.2025355,2124188926.9002514
Utah,538814,529427520.87733644,1493211515.5667253
Golf View,348177,470341172.8033881,777281465.3620976
Sheridan,544334,1650754611.2916167,1809998160.9290853
Stone Corner,763526,498047628.98535174,573337129.7586672
Eagle Crest,70768,2011017802.9563026,1848309571.487238
Tony,823233,1936117782.9215548,2397531280.7543044
3rd,559567,1758625097.9079442,6574711001.416668
Rigney,146883,1439742996.5316446,1600985874.8933408
Coleman,406566,500238138.1146716,248824357.65403408
Red Cloud,300555,148499092.05311364,1989819852.2790847
Maple Wood,563870,64522236.78035188,3274706291.9194756
Debra,537463,415047310.00660866,212484242.3381916
Hovde,575760,1183395055.429343,2801377499.772881
Talisman,967963,1254992628.7675135,1598331035.0384188
Almo,277317,313794442.0946701,2916150093.9048533
Eliot,203890,280122110.8405131,4950225987.749602
Lakewood Gardens,894626,1233346786.6399646,412887745.35481673
Aberg,639298,802931215.4561529,849885418.0101371
7th,48866,1354605779.7306976,485550544.9209087
Acker,476692,109463737.88834277,1513601791.5908213
Chinook,122348,1740775366.3168027,2695852091.281978
Melby,431203,1188220519.2788012,1275218272.6064115
Hovde,749366,1242018483.4454143,613739142.7794483
Debra,297756,1438238907.8944616,527129578.3211964
Graedel,794502,1525360624.2532418,146072806.28446597
Anthes,270801,1284595361.7837393,4412915149.847702
Claremont,365867,76974111.8078401,3145774486.16911
Southridge,992676,739738381.1695389,1755988333.919894
Moulton,741106,1894532614.5260944,830353941.0747313
Golf View,330446,1833072708.577036,1640246409.8649302
Paget,713156,987816175.8527952,38142310.92684744
Reinke,904967,327568371.34573483,369339967.25134355
Paget,913563,888913252.7095865,971690267.627855
Loomis,796933,1506037145.217714,1111730387.5210283
Stoughton,188602,618326227.4151987,2021195699.5190923
Brentwood,19051,761104926.1368895,757419339.4545306
Eliot,273884,1466080067.896631,169168905.35964274
Bartillon,476614,264835288.2486004,1578260759.954473
Toban,424070,168118333.7271776,914342604.0812751
Messerschmidt,745281,1836936653.7736688,1560934384.542832
Carberry,22182,1421931285.7031684,2189027112.487322
Gulseth,812475,901346071.226329,553164365.4451094
Dahle,889247,1641621862.0328038,5657429795.665892
Norway Maple,182387,1000158874.8127371,539882130.470659
Dorton,644268,857682842.1833317,2566024018.142749
Kim,394560,1231323371.1270995,435002379.1520327
Anderson,402319,303823771.4406522,4653838140.065498
Forest Run,725380,1043332797.0979406,1554947326.84668
Aberg,520770,249880214.37222356,423028979.8760056
Bunker Hill,698509,1721837926.8209481,553149406.6007475
Hanson,116856,632800697.174489,3306053013.364201
Eastlawn,298783,151701782.25674236,8226470028.30089
Debra,888480,1386811024.5122383,312845292.29318327
Maywood,335666,314214113.91383994,1617199010.7563105
Forest Run,901142,1176346693.999262,927839636.0335457
Forest Run,323362,829615741.1630671,124208910.01175737
Oriole,321406,262165372.97303587,906091787.7639012
Gina,565504,118704780.47170776,1309222786.4078906
Fuller,402834,2007404634.1781914,74599045.23008981
Oneill,351294,839414668.2840605,522808742.47313803
Ridgeview,747147,1487304448.5114856,2148104863.3430824
East,532746,1027034513.9764209,2877595610.7692146
Monument,751337,1131278490.9652016,1202918851.8772824
Mitchell,225498,660531250.906007,2215322179.965194
Sugar,449373,1970195762.7244158,1375518923.5269518
Bunting,991895,1877753379.327622,5362378819.5139
Quincy,877629,1929958477.7216911,147578411.35297212
Buena Vista,7862,1163889566.5117848,322729966.9453066
Clemons,148321,442204998.8025277,697650610.570418
Melody,771679,1802098316.3838847,6797690743.125633
Jenna,941336,1484758290.7195392,5984892050.359335
Pawling,596309,312875266.7950269,1786800178.3722456
Waubesa,736167,169753664.51293203,1411078155.239939
Forest Run,575126,1089206273.9257746,1176475882.6416895
Macpherson,45542,252520393.97189716,790016788.9942303
Dwight,320522,1154170213.4669468,1156174973.1297836
Atwood,515789,909588674.613392,1707126742.6497853
Talisman,4909,27234087.634293895,3434120165.601379
Cambridge,903050,1585126676.6825798,85795107.41681668
Eastwood,169676,683023445.631901,1384557786.664471
Goodland,769647,16789394.265251927,978245547.2192354
Del Mar,797515,1563931316.476565,2677273345.8510365
Green Ridge,345771,1382501821.8377109,278482065.428657
Ridgeway,152676,875534623.2870198,986165155.6379166
Amoth,406235,533032422.0846946,4333670072.590606
Brown,726786,478019581.05602217,6235356920.150603
Chinook,304983,165245619.96141496,1734080285.629676
Loftsgordon,102254,510425770.0282337,732031357.178503
Sycamore,631631,73229107.72972116,1272562529.1248403
Manufacturers,50162,317062427.2185825,325066180.17134744
Lakewood,373515,1685148792.218484,823027347.7592479
Spaight,288772,903137054.7083224,1906621089.7542076
Mockingbird,80761,1516835908.5173848,135775092.25235918
Larry,321969,316697916.2007686,891311961.0544484
Dakota,792019,1459836225.2256992,2098137869.6898754
Scofield,459807,733857164.602988,831652285.2572025
Maple Wood,547522,1977381102.9888794,783932416.0654279
Hoffman,457735,1878040547.6535528,417735338.97301227
Kensington,918574,1716631455.0004575,2899429540.7092156
